country,consumerId,systemCreationDate,firstName,lastName,city,gender,birthDate,OptinValue
Sweden,cc5c4913-990f-4087-9382-d91011c0eb02,2022-04-10,Chelsea,Hanson,New Audreychester,Non-Binary,1949-02-28,Yes
Croatia,c032f6b2-32a0-44bf-bff2-102d30dc10a3,2020-10-31,Susan,Erickson,Escobarville,Male,1964-09-24,No
Saint Lucia,cf87e1e4-97a1-4090-ad32-80da6c3daf74,2021-01-16,Samantha,Chan,New Heiditon,Male,1946-12-07,Yes
Syrian Arab Republic,c4b41f49-df19-4b4b-89b8-98c09f9ecedf,2021-12-11,Megan,Montes,Zunigamouth,Non-Binary,1961-01-01,Yes
Libyan Arab Jamahiriya,c45ec251-8caf-4284-8f5b-72d61cbfd6d4,2017-12-31,Sarah,Sanchez,Elizabethhaven,Male,1973-12-03,No
Chile,cbf9d8d5-2c8f-471d-9afa-8a3b36e0272d,2023-05-08,Kristin,Sanchez,Spencermouth,Male,1975-07-21,No
Netherlands,c89d4e76-7d8c-479b-9b9d-3f2c36cbe215,2021-09-11,Jose,Owens,Port Ann,Non-Binary,1980-05-27,No
Vietnam,c8050745-199b-4aa9-a1f8-a94e337796c3,2022-06-24,David,Patterson,New William,Female,1985-04-22,No
Brazil,c3e40cba-b3c9-4794-8a46-824b99cc9fc1,2020-02-08,Joel,Thompson,Millerbury,Female,1991-03-06,No
United States of America,cc2d37d5-fa3f-4293-9c49-1963da31767d,2023-12-06,Caleb,Miller,East Janiceville,Male,1985-10-15,No
Guatemala,c1c5ab1e-7dc9-4886-8bee-de4ee0574a64,2023-04-26,Cody,Horn,Fowlerland,Non-Binary,1987-11-07,Yes
Syrian Arab Republic,cb00b16a-85f9-41d5-bfb9-b6527457a8af,2021-11-24,Courtney,Green,Port Lorimouth,Female,1995-06-12,Yes
Ethiopia,c1172f93-2f44-4112-9a3b-1452f685de90,2018-04-21,James,Farrell,Yvonneview,Female,1981-09-07,Yes
Lao People's Democratic Republic,ccc62529-675f-43b0-82d0-e3b3e0ead7b7,2022-08-05,Sharon,Summers,Fowlerstad,Female,1992-02-02,No
Tonga,cefc162d-8fb6-4e79-8d0e-cc112a0d09b7,2023-04-12,Deanna,Lyons,Martinberg,Male,1947-08-01,No
Greece,cb39dd07-0865-4c8d-b502-abce7753bc06,2019-06-16,Juan,Morris,Andersonshire,Non-Binary,1938-06-14,Yes
Malta,c590da99-ca0f-45e1-a2bc-652163028cef,2018-11-22,Katherine,Foster,Port Jennifer,Female,1967-03-22,No
Vietnam,c0c566ef-c860-4a50-95e7-7245bf0325e6,2016-12-18,Amanda,Ramirez,South Crystalmouth,Male,1960-09-05,Yes
Equatorial Guinea,caf078bd-167f-481b-98aa-545c64e0bca9,2020-04-15,William,Crawford,South Davidshire,Male,1999-08-26,Yes
Niger,cf984bd1-50a5-4cb8-b1a7-2340c656b68d,2020-12-18,Keith,Gonzalez,North Michaelport,Non-Binary,1974-06-17,No
Georgia,c28c9dfd-b653-4fb9-8b73-4dce0f28cd40,2018-05-26,Daniel,Brooks,New Tylerton,Female,1947-02-12,Yes
Croatia,cc681bb9-757b-495f-9f3c-e3e01b8c685c,2023-02-02,Daniel,Henderson,Bowersshire,Female,1950-09-24,Yes
Macedonia,cd3836df-362e-4c33-bfcd-bf6c7eb8d528,2018-06-11,Roy,Young,Lake David,Non-Binary,1938-11-30,Yes
Kazakhstan,ce9b6ea7-0a51-4a11-b8d1-afa8f6ae78c8,2017-05-19,Michael,Duncan,New Johnchester,Female,1956-07-29,No
Central African Republic,ccc55f41-887c-45bc-9670-3b77e90e9439,2021-04-13,Scott,Lopez,West Tylerstad,Male,2001-10-27,No
New Zealand,c82c9441-85e8-4239-9c4c-24b4616339b0,2021-02-26,Angela,Beltran,Riverastad,Non-Binary,1997-03-09,No
Sao Tome and Principe,cdf996d0-2cdc-43b2-bfe5-06de0c64d97e,2020-06-21,Ryan,Warren,Andersonhaven,Female,2001-09-19,No
Cocos (Keeling) Islands,ccf7c1ff-cf95-4f69-9cf1-3a8c4f9b7fab,2019-06-01,Linda,Ibarra,East Marcia,Male,1967-05-26,No
Thailand,ca221429-9344-416d-a04f-e4fadb8b3833,2018-07-05,Joanne,Reese,Colemanchester,Non-Binary,1959-12-18,Yes
Kuwait,c371f69d-cffc-470f-9310-777710635c28,2021-12-24,Jill,Hutchinson,South Amber,Female,1951-11-23,No
Cuba,c3ffaf97-6220-40bd-9626-2036aa1730cf,2016-06-04,Patricia,Rogers,Vanessaborough,Female,1991-08-09,Yes
Zimbabwe,c5e8f06e-c8eb-4207-8f5d-57806a2c17b8,2021-03-04,Charles,Williams,North Margaretberg,Male,1959-08-21,No
Saint Martin,c6dd28cb-b9c0-41de-a2f9-4c4078ff391c,2019-01-02,Tonya,White,New Elizabeth,Non-Binary,1972-02-26,Yes
Denmark,c8388e56-4fb3-443c-a6d6-304f27bcaf73,2019-01-18,Sharon,Jenkins,Griffinport,Female,1947-08-01,Yes
Honduras,c10634f5-caa1-47c8-8e86-76588fe1b8cd,2021-01-20,Carl,Wilson,South Jonathanberg,Female,2001-06-29,No
Bolivia,c109a1de-3f2a-4fc1-96fb-16635530a80f,2016-12-10,Lynn,Brown,West Sharon,Non-Binary,1970-11-04,Yes
Uzbekistan,c15ed102-a923-4da3-8582-e7ce11ef3b10,2022-11-25,Jennifer,Cooper,Thorntonburgh,Male,2000-06-08,No
Albania,c5f19df5-e6c9-41f9-8c07-a842b192d37b,2016-04-07,Dylan,Espinoza,New Lisa,Female,1952-10-03,No
Uruguay,c300ab28-2a3d-4bf4-b115-621bbe6e473f,2023-11-26,Rhonda,Santiago,West Amanda,Non-Binary,1999-10-03,No
Macedonia,cb8b2ebb-dc6d-4155-9bfb-8efa9b552eda,2021-01-09,Bruce,Melendez,Hoffmanmouth,Male,1939-03-06,Yes
Poland,c49cadef-7b8d-4073-bc01-386619b16eec,2020-12-05,Caleb,Reed,West Robert,Male,1999-11-09,Yes
Marshall Islands,cc9a29b9-eff8-4d9d-9a4b-7df8304476d3,2022-01-10,Larry,Hunt,Gibsonport,Female,1993-04-15,No
Zimbabwe,ce6576ce-5130-4760-945a-14d8fd548b89,2018-07-05,Ellen,Lloyd,Caldwellfort,Male,1953-04-28,Yes
Iceland,cd299b3a-5ada-4e1f-bf84-d42f59020968,2016-08-20,Samuel,Edwards,Theresaton,Male,1985-04-01,Yes
Togo,c0e118e9-9e21-4679-83be-30cda1a1b10b,2019-08-29,Seth,Robbins,Samanthastad,Male,1975-03-15,Yes
Samoa,c19e7900-8710-4b72-b68c-719d4433bd74,2019-10-21,Rebecca,Atkins,West Jamesland,Female,2001-02-17,Yes
Niger,c4481f1e-e148-4979-8ffa-2f86b7bf4efe,2016-07-01,Patricia,Saunders,East Adamberg,Male,1959-04-12,No
Suriname,c687957c-6894-44b6-b3d8-8a2acd7063d4,2021-08-14,Laura,West,Foxmouth,Non-Binary,1944-08-24,No
Italy,caa44916-0f33-4c8f-8c26-fc71f065c022,2019-12-11,Sherri,Young,New Monicaberg,Female,1977-07-14,No
Tuvalu,c7b11d73-a2ce-49b4-a779-c5019fd4a3cf,2022-03-13,Rebecca,Chavez,Port Misty,Male,1971-12-20,Yes
Bosnia and Herzegovina,cc225a8e-7a99-42fd-8d5f-1f3d39fecd3b,2017-06-13,Benjamin,Harris,Port Andresmouth,Female,1984-12-18,No
Trinidad and Tobago,c5fb9ea8-e0d1-44b5-a64c-f921d784b665,2018-06-16,Alyssa,Villarreal,Maxwellburgh,Male,2004-08-31,Yes
Botswana,c02375ab-26ad-42fb-af40-1fdc7719c097,2023-12-16,Brian,Kim,Evanborough,Female,1938-12-03,No
Cambodia,cee6d112-235b-4705-a875-30ff1b444091,2023-06-23,Douglas,Johnston,East Cathy,Female,1984-05-06,Yes
Montserrat,cc2bc2aa-43ed-4416-80cc-d55b8b55cf43,2017-10-09,Connor,Vaughn,North Bruceborough,Male,1974-11-22,Yes
Ethiopia,cbba67fe-0568-42bd-a5ef-eb029d45d55f,2023-11-03,Paula,Warner,Holmeston,Female,1972-05-10,No
Bosnia and Herzegovina,c6f89449-7f99-42ef-86fa-e9a22c46908b,2021-03-29,Heather,Gray,South Susan,Female,1970-07-10,Yes
Switzerland,cdb768af-77af-47c1-9fe8-f0afe0b49202,2018-02-12,Gabrielle,Dodson,Tranburgh,Non-Binary,1996-12-11,Yes
South Georgia and the South Sandwich Islands,cf5b3930-c6b8-4203-a59c-2bf32999574d,2018-03-20,Elizabeth,Burnett,East Anne,Female,1994-04-26,Yes
Portugal,cb584e51-e123-458f-9481-b6ee02132491,2018-08-09,Juan,Nichols,Lake Danielleside,Non-Binary,1972-09-11,Yes
Honduras,c3eb98b5-a013-4163-8dc4-4ffa72de4c56,2016-04-21,Kelli,Rivera,Shannontown,Non-Binary,1969-02-10,No
Sri Lanka,c40145bc-79e0-47bd-b5d7-c9c2fedac486,2018-01-17,Ebony,Hughes,Vanessaville,Male,1967-07-14,No
Benin,c09f75d1-99d0-473a-9bf3-eee8d0b3c6c2,2019-11-20,Diana,Walsh,Blackport,Non-Binary,1998-04-07,No
United States Minor Outlying Islands,ca077492-2801-4d3c-b738-99a6986a0be3,2023-07-04,Andrea,Rodriguez,North Brian,Male,2004-09-23,No
Mexico,cf419f76-73b4-4d6b-abef-60a8d9fbf104,2019-07-11,Tammy,Moore,East Nicolemouth,Non-Binary,2000-01-16,No
Burkina Faso,cde0c8a6-2387-4e42-9617-4022b6088407,2022-03-25,Alexander,Flores,North Ericburgh,Non-Binary,1986-09-30,Yes
Western Sahara,c7945ea5-64db-457a-8e0a-dde46608db6e,2019-02-01,Jay,Mcintosh,North Jimmy,Non-Binary,1940-05-02,No
Macedonia,cb60811b-5285-4c1f-9017-b53626bca803,2016-03-05,David,Barnett,New Brent,Non-Binary,1962-11-21,No
Australia,cb040cdb-5b0b-44ba-82c8-cc46b76dcbec,2020-01-19,Wesley,Warren,Port Jaimechester,Female,1942-02-05,No
Barbados,c003f94f-5ea7-499e-bee6-66c183e2ab34,2022-06-27,Timothy,Randall,South Carly,Non-Binary,2000-10-06,No
Sri Lanka,c1e25e9b-e2f7-431f-a181-dc2056d1193d,2016-05-19,Michael,Bates,Dixonland,Male,1969-07-14,No
Botswana,cbf0a3bb-e529-4994-89ed-6c8af35a0f35,2018-03-08,Haley,Brown,Lake Nicholasmouth,Male,1991-11-10,Yes
Spain,c9635fcb-3ab3-4115-9a83-3a8eb802f543,2020-03-04,Timothy,Gibson,Riverafurt,Female,1980-08-12,No
Burkina Faso,cba75fdd-385a-4c77-a938-af8cda4221be,2021-02-19,Michelle,Carter,South Justinport,Non-Binary,1944-09-30,Yes
Jersey,c8982673-5f1b-4ba0-bc87-dce8ebe23e85,2021-11-08,Mark,Morgan,West Regina,Female,1964-10-22,No
Grenada,c4d0426d-570a-412f-8ae7-0c47a94c8838,2019-11-04,Roberta,May,Crossbury,Non-Binary,1968-03-14,No
Central African Republic,c34cfeab-47cd-4934-99f6-83e8540048f0,2023-07-16,Samuel,Jones,Turnerview,Male,2005-10-26,Yes
Malawi,c1d265bf-1b5f-4987-ae95-111b94fd24e8,2017-05-13,John,Pollard,Danielville,Male,1976-08-10,No
Ireland,cbe7368e-025e-4b6b-aa66-85fd5d2edb68,2020-02-22,Timothy,Edwards,Lake Ashleyside,Female,1986-07-09,Yes
Japan,c868641c-7801-458d-983a-530846aa6064,2021-06-01,Dan,Perez,South Stevenview,Non-Binary,1979-02-18,No
Netherlands Antilles,c185f8e4-8acf-413a-8d12-7564cb7d4b38,2021-02-23,Christina,Williams,Riveraport,Male,1998-06-04,Yes
Syrian Arab Republic,c8e492b0-7824-4618-ab85-b9e383e6b414,2016-01-04,Melanie,Evans,Bateschester,Female,1986-06-06,Yes
Kazakhstan,c855d2c9-bc69-4ba5-b191-26b3ebcfd31a,2019-02-15,Scott,Mccormick,South Connor,Female,1991-10-07,No
Niue,cf613b12-22a0-4c6d-9a46-80afb73624ce,2020-12-28,Elaine,Alvarez,East Rhonda,Non-Binary,1990-03-19,Yes
Bolivia,ccbbb239-7812-4309-bbad-91fccb7109a3,2017-09-20,Debbie,Pittman,Port Walter,Female,2000-08-15,Yes
Korea,ca863b6a-645f-40c6-8dd3-a65fcb57955b,2023-12-03,Jacqueline,Mendoza,Fuentesville,Male,1995-12-09,No
Faroe Islands,c0f91150-d214-42b9-9336-676e8a4a1311,2022-10-15,Blake,Thompson,New Stephen,Female,1948-01-19,Yes
Aruba,c49932b5-8d2a-45ca-9202-1c217d0ab303,2021-06-02,Mark,Hale,Lake Misty,Male,1984-05-21,No
Mauritius,c9dbe43e-dc90-4a19-8c85-8a1c01bdaaf4,2020-08-21,Melissa,Butler,Port Ethan,Female,1967-04-02,No
Latvia,c54519f7-3931-4994-a46b-807cfa2c20a6,2019-04-14,Susan,Burke,New Michael,Female,1960-07-29,No
Mayotte,cde8482c-4964-44f5-b44b-9cfcb7764846,2019-10-17,Paul,Phillips,Harrellberg,Male,1988-03-21,Yes
Mongolia,c508390c-2d98-45c4-9eb6-46766739a274,2018-05-29,Angela,Schmitt,Royfort,Female,1976-08-01,No
Switzerland,ce43e0ea-199c-45c7-bd29-9f16ed15807d,2017-03-21,Mark,Craig,Amandashire,Female,2000-05-10,Yes
Heard Island and McDonald Islands,c2ddad78-d6d4-4d25-bd96-dae002f3043a,2019-03-15,Margaret,Brown,West Claudiaville,Non-Binary,1975-03-05,No
British Indian Ocean Territory (Chagos Archipelago),c7b2a0ce-d54f-4307-9685-5abc325ece53,2022-03-23,Jeremiah,Williams,Bradleystad,Non-Binary,1983-12-02,No
Libyan Arab Jamahiriya,c8a1acaf-d881-4598-8b26-a7fa573fbb9b,2023-09-29,Debbie,Mcintosh,Johnsonhaven,Non-Binary,1990-05-29,Yes
Argentina,c01a7b27-2196-49f7-8f6a-467bcb84bb9e,2017-10-15,Deborah,Smith,Yangstad,Male,1955-07-04,Yes
Haiti,c729f879-7125-4f14-b0af-b6fd8cf6fddc,2018-03-08,Caitlin,Hinton,West Nichole,Female,2003-08-19,No
South Africa,ca608617-da75-41d2-a2b4-b918f1719f8d,2018-06-22,Ryan,Mccormick,East Carlshire,Non-Binary,2003-02-05,Yes
Mexico,c6c8f973-f350-40bb-a40d-bdbe6f087e46,2022-08-07,Sean,Wilkinson,Port Tonyaside,Female,1956-06-08,Yes
Lebanon,cac53453-6f9c-44d4-93cc-bf03e0a06420,2017-01-25,Brian,White,East Whitneyfort,Non-Binary,1992-03-14,No
Colombia,c60037c5-e7d8-40fe-b43b-f609605415af,2016-08-21,Matthew,Williams,Port Joshua,Female,1959-12-12,Yes
Burkina Faso,c49d56bf-fcbb-48e5-a89d-138ac33689d6,2023-01-01,Kylie,Mcdonald,Baileyfort,Non-Binary,1999-04-05,No
Cote d'Ivoire,c2826f61-47a7-48ad-96ae-6ae9d08555b8,2022-09-06,Kristin,Brown,Mccarthyborough,Female,1959-04-06,Yes
Haiti,c9682ae5-60d9-4a02-b775-d310cc48847d,2021-03-20,Andrew,Michael,Batesberg,Female,1965-10-27,No
Saint Lucia,c49eda63-244e-4dcc-9162-6c76095968c7,2023-05-11,Rebecca,Smith,Rochatown,Non-Binary,1971-01-05,Yes
French Polynesia,ce15d37a-ffcc-49d3-b45b-b907e96301fc,2018-09-28,David,Martinez,Beasleyview,Female,1943-11-09,No
Nepal,c163cc4b-0ec5-45d2-b23b-4d2f8518148b,2023-12-23,Angela,Thomas,New Mario,Male,1984-10-24,No
Cape Verde,c8ebe13c-4e4e-4bd1-9cce-cdca48efc98a,2022-05-29,Ashley,Ellis,West Teresaberg,Male,2000-02-16,Yes
Micronesia,cc073fdb-d96c-4013-94a1-9bcdf7435e12,2023-12-16,David,Newton,North Michaelville,Non-Binary,1988-10-29,Yes
Korea,cbe02fc5-771f-4058-ac8e-0a6a7222f038,2023-10-05,Heather,Murphy,Deanfort,Male,1964-08-12,Yes
Yemen,c3aa1a9f-a720-4358-b0b2-d2dd4bdfe9ee,2019-10-19,Jose,Rocha,East Elizabethberg,Female,2005-09-20,Yes
Jordan,c1c4bf60-92a8-4b02-8cf3-aa99a6a2df7d,2020-05-15,Joann,Rowe,Taylorstad,Non-Binary,1956-05-20,Yes
Bulgaria,c65184a7-8e13-42df-a092-70b5c526c766,2022-04-18,Collin,Liu,Angelamouth,Male,1941-01-01,Yes
Mauritius,cc864803-7570-47f4-8307-c529127f3f50,2021-05-12,Michael,Ryan,West Phillipview,Female,1951-03-22,No
Croatia,c3d3e912-fc5f-4bc8-9583-717c8f0e63cc,2017-04-19,Michael,Castillo,Lake Rhondastad,Female,1940-02-17,No
Sri Lanka,c85d8339-cd0a-411f-bd24-ea5fea6ee13b,2021-08-15,Patricia,Wells,Kendraport,Non-Binary,1992-01-30,Yes
Kuwait,c62ef3e2-5a26-48c6-bb5a-408084a3129b,2016-01-08,Teresa,Koch,Davishaven,Female,1957-12-26,No
Tuvalu,cbffbc22-2710-4412-9e6f-1d8c65a05f88,2016-09-04,Darrell,Sims,Richardsonhaven,Non-Binary,1963-05-21,No
Denmark,c84881be-4377-43b8-a020-88100a4c406e,2018-01-28,Amanda,Ball,Smithmouth,Non-Binary,1980-05-04,Yes
Jordan,c1fe0ea7-481f-47f2-9c7a-50ffe6276473,2017-05-14,Laura,Sanchez,Fullershire,Female,1970-02-26,Yes
Macao,cde05d74-5008-4d41-828d-1d07c58aa7fd,2019-04-29,Jessica,Cox,Michaelmouth,Female,1940-05-17,Yes
Botswana,c914c7ff-118f-46db-887a-04e2882fe6e6,2017-02-10,Samuel,Shepherd,Edwardsfort,Non-Binary,1939-08-30,No
Maldives,cd704502-9cbf-4fbd-bbe5-6b3bef962f5f,2018-10-14,Darryl,Bradshaw,New Jesse,Female,1939-05-22,No
Botswana,ca8d5e7c-e297-4f2d-b347-f83d0f380e27,2017-11-21,Amy,Maxwell,Port Jason,Male,1994-05-26,No
Brunei Darussalam,c64d36a2-f3ac-44b2-b0ab-81d5094be76c,2019-03-04,Emily,Campbell,New Zachary,Male,1988-07-25,Yes
Seychelles,c3771de5-485b-4ef1-b73e-2d774942ab92,2023-12-04,Melanie,Mitchell,South Brandy,Female,1952-08-30,Yes
Algeria,c298edf1-9a1b-4c9f-8d6e-89d5bf698928,2018-07-25,Sarah,Barker,Jillianburgh,Female,1968-12-03,No
Seychelles,c7b8c8eb-3906-413a-b473-617977ba998f,2020-10-22,Brian,Kent,Weaverview,Male,1965-01-06,No
Slovenia,cdf8b10b-89d8-46ea-b4e8-8fc614fce35d,2017-12-24,Kenneth,Rivera,Barrymouth,Male,1948-07-28,Yes
Maldives,cddd319a-7505-4c9f-8fdf-5fdd352e3610,2018-10-21,Rhonda,Johnson,Eugenefurt,Male,1950-12-23,Yes
Antarctica (the territory South of 60 deg S),c397e6ff-dbd8-4926-86cf-f0b3b2a04a72,2017-05-25,Allison,Wells,Snydermouth,Female,1950-12-05,No
New Caledonia,c8b715a8-a432-4cbd-86e7-75ded5865b2c,2021-06-17,Megan,Knapp,North Christophermouth,Male,1983-02-17,Yes
Antigua and Barbuda,c7326cee-1fea-4ee6-9134-904e5d47032f,2021-06-30,Laura,Arnold,Valdezhaven,Non-Binary,1967-12-08,No
Comoros,cf62e9b2-f92c-4a2a-9933-791168710d54,2023-07-07,Cheyenne,Zuniga,Lake Lauren,Female,1988-04-26,No
Ecuador,ceda1cec-7768-46ca-a83e-2d7232c82c07,2023-06-04,Christopher,Barr,New Brian,Non-Binary,1940-06-13,No
El Salvador,cd7491bd-72ae-4d7f-9376-7b1783cfad07,2022-07-07,Sandra,Woods,Port Rachelfort,Male,1950-11-26,Yes
Venezuela,c8c39fbe-53ff-467a-b122-95308a5e14df,2022-08-27,Charles,Lewis,West Nicholas,Male,1958-09-14,No
Suriname,c199e323-9a23-430e-ac5c-e5a744cca708,2021-07-08,Terry,Smith,North Josephview,Male,1967-08-30,Yes
Norway,cf7f8a07-c7bd-4fec-b414-37c9c5ec118e,2023-05-18,Logan,Perry,Port Victoria,Female,2002-05-17,No
Gabon,c8329663-d70e-4b41-bddb-856d8186a989,2016-07-24,Leslie,Kemp,Kellyhaven,Non-Binary,1997-11-11,Yes
Antarctica (the territory South of 60 deg S),c8d38a6e-5203-4dd6-b2e7-01abb71cc298,2023-05-24,Jocelyn,Duncan,Perkinstown,Male,1984-03-04,Yes
Nauru,c57fb6d3-1d4f-42e7-9332-213d75f005a8,2023-10-27,Ricardo,Pena,Lake Teresaview,Non-Binary,1942-09-06,No
South Africa,cdec531c-40b4-46c8-879f-14f0a5740579,2017-09-29,Victoria,Smith,Khanfort,Male,1947-08-28,Yes
Antarctica (the territory South of 60 deg S),c01856da-430f-4053-95be-36588be68f73,2021-12-30,John,Parker,Haroldton,Female,2002-10-26,Yes
Bermuda,ca4ebe9a-bed1-4b5f-a611-0715405d427f,2016-06-24,Jennifer,Bernard,Port Vanessa,Non-Binary,1938-06-17,Yes
Djibouti,c0fd23c9-4563-49f5-8222-8a2e80802f9c,2020-07-12,Bernard,Conrad,West John,Male,1976-04-01,Yes
Ireland,ccb1a92a-e4a1-46e7-939c-05fb36149c3f,2019-09-15,David,Brown,Dawnmouth,Female,1952-06-13,No
Italy,c9428765-62cb-4073-9091-b90531a1f01d,2018-05-31,Dylan,Jacobs,North Jesse,Female,1961-07-07,No
Angola,c1fdaae1-1d27-42e8-9fa2-4c17280276e1,2020-01-01,Paula,Smith,Gutierrezfort,Male,1946-01-22,No
Anguilla,cdda8889-ce1b-4b21-b18a-dcba7a47f11c,2022-06-15,Michelle,Navarro,North Ryan,Female,1964-08-05,Yes
Saint Barthelemy,cf63e79e-1ce4-4297-8ad2-0df473513125,2019-07-20,Jennifer,Lee,Michelleland,Male,1975-06-20,Yes
Bhutan,c0a8875b-d114-495f-9cc5-ad4973c9ad25,2017-07-16,Benjamin,Sullivan,South Christopher,Non-Binary,1947-03-09,No
United States of America,c51216a2-3808-44b2-b581-427e60367ed8,2019-05-08,Laura,Scott,Johnville,Non-Binary,1940-02-14,Yes
Slovenia,cfc912d1-8b16-499d-9428-ac4f7890c4af,2019-06-10,Sarah,Wright,New Douglas,Male,1990-05-01,No
Finland,c69c4d2a-5994-477d-b36a-684a915bda0a,2022-06-04,Colleen,Owen,Turnerfurt,Male,1950-02-23,Yes
Dominican Republic,c0033074-1293-4766-98c0-90fb31b3954b,2021-06-28,Tanner,Schmidt,Lake Roberttown,Female,1968-11-09,No
United Kingdom,c413152e-d7d8-4ebe-b79a-bdbfe94ef0e3,2017-01-17,Paul,Arnold,Port Amanda,Non-Binary,1977-02-19,No
Chad,c0bbb680-e6c5-49c1-9a46-e2f6b8547cba,2018-01-17,Courtney,Warren,Howardborough,Non-Binary,1956-08-12,Yes
United States Virgin Islands,cf6845f9-8c10-4436-8fc1-3953c2e245fc,2019-10-30,Margaret,Contreras,Wilsonfort,Female,2000-12-15,No
Yemen,c9ac8ad1-3a76-4df9-82e8-2636610d1f05,2017-09-23,Alyssa,Nielsen,Amyfort,Non-Binary,1948-08-09,Yes
Malaysia,c8a0da08-e2e4-4196-ae23-5edc62f8fcbe,2021-04-22,Jason,Robertson,East William,Non-Binary,1981-11-01,Yes
Rwanda,ce4be905-d6af-4045-b279-fef9bc7d2b16,2022-09-20,Jessica,Dean,South Stephaniestad,Female,1976-12-20,No
Thailand,cc0bb01a-ae2f-4ba0-9f06-aa08d6d51936,2023-12-27,Dawn,Walker,South Kyleton,Male,2003-03-26,Yes
Belarus,c1e20f94-a319-4ba9-ac4a-4c9dbb1793c2,2022-01-12,Kristen,Hunt,Lake Lori,Female,1938-06-03,Yes
Denmark,c622d64b-92fb-45b6-9108-db4b4a34fcaa,2017-12-09,Robert,Smith,South Joseph,Male,1974-04-05,No
Slovakia (Slovak Republic),cd6416ff-79d7-4c4c-b22f-931f21e5ee90,2018-01-04,Gabriel,Munoz,Westburgh,Male,2002-05-22,No
Christmas Island,c386b603-e05b-49b8-b800-4d5e3e9a20f7,2020-09-28,Dennis,Mclaughlin,Port Amberview,Female,2000-11-22,Yes
Libyan Arab Jamahiriya,c30adb05-433b-4d24-9b03-8d7843bf75ca,2023-06-18,Ryan,Smith,South Marcusfurt,Non-Binary,1998-05-06,Yes
Rwanda,c966dba4-6ea5-4e27-8beb-93786c851e9e,2019-06-26,Garrett,Clark,South Tracyville,Male,1959-07-14,No
Grenada,c5649291-339d-48b9-b9fe-0ebb78ebf6a5,2019-01-06,Joseph,Martinez,Singletonstad,Male,1993-08-27,Yes
Guyana,ca3353f3-f498-4804-80c8-138a7dfb2ad9,2021-05-30,Cory,Melendez,Allenside,Female,1980-09-25,Yes
Romania,cb88afbe-04c8-4fa5-a7ec-47757d82d1dc,2016-01-03,Stephanie,Rodriguez,Jeremiahborough,Female,1985-08-11,Yes
Armenia,c81ddaa6-b526-421a-9b70-b305095ca393,2020-11-23,Angela,Olsen,East Samuelbury,Male,1955-06-09,Yes
Egypt,cd17335d-31e3-407b-86a5-8a21361a2af8,2020-11-05,Angela,Weber,Ortegaberg,Female,1941-09-12,Yes
Macao,c771ae73-23e4-4c48-ae85-a58ff205d0e5,2023-05-08,Michael,Bowman,Williamsmouth,Male,1957-04-09,Yes
Palestinian Territory,c84cd266-2bd4-4403-92dd-16f225369d20,2017-12-01,Ricky,Yates,Smithshire,Non-Binary,1947-06-22,Yes
Senegal,ce7e55e7-1499-48a8-acba-79261bec061e,2020-01-15,Katrina,Foster,Jenniferton,Male,1954-02-12,Yes
Malta,c2683b23-b064-4ca0-81b8-7779f5701aa0,2023-03-23,Emily,Bailey,North Whitneyberg,Non-Binary,1999-05-28,Yes
Falkland Islands (Malvinas),c5793368-a459-49e2-b33c-7e869526c08a,2017-12-24,Rachel,Johnson,Nathantown,Non-Binary,1985-08-04,Yes
Greenland,c5c39903-a825-490d-9d94-eb7e96e7148a,2023-11-23,Michael,Williams,Port Margaret,Male,1964-04-09,No
Cape Verde,c2b5083f-7ab8-4945-86fa-5be42495b778,2022-03-05,Devon,Price,West Jennifer,Male,1959-12-12,No
Antarctica (the territory South of 60 deg S),c45c231f-fecf-4500-80a3-273498459c6b,2021-12-02,Thomas,Brown,Patriciaside,Female,1950-12-01,Yes
Thailand,c608817a-185e-4c74-b04b-ccf4bb790f34,2022-12-27,Benjamin,Brown,West Phillipshire,Female,1989-12-23,No
El Salvador,c64af8b3-3441-46c0-ba10-792e895bc64c,2019-04-22,Roger,Murphy,Russellview,Female,1968-01-21,No
Western Sahara,cd40f27a-8ece-47da-b14d-94116eb4b240,2023-02-07,Autumn,Williams,Navarroville,Male,1944-10-18,No
Cuba,cc0f9db4-6c9e-4b79-b27d-115913ff5cf0,2020-11-06,Andrew,Mayo,East Justinville,Male,1946-04-19,Yes
Hungary,cb9bc431-7878-48c5-b5d2-1d876faa36ce,2022-07-27,Rachel,Saunders,West Lauraside,Non-Binary,1997-02-09,Yes
Marshall Islands,caadcf24-5516-47b3-9450-8cd4e2f64001,2023-09-15,Joel,Campbell,North Scotthaven,Female,2000-01-07,Yes
Bulgaria,caae341b-69c1-4ecd-97a4-ac2dda6c6c77,2016-07-05,Allison,Santana,Crystalview,Non-Binary,1988-11-21,No
Equatorial Guinea,caf2c473-237a-4ac4-89e5-ddcfd0733a97,2021-12-28,Anthony,Andersen,West Jennifer,Non-Binary,1963-07-07,No
Sri Lanka,c90828cb-7707-4481-baf4-6c97c0fe3e93,2021-11-09,Kristi,Scott,Samanthamouth,Non-Binary,1980-02-04,Yes
Swaziland,c03ed6d8-d46d-4f15-9f3c-12d7bb9dad9e,2022-01-26,Kristine,Kline,Thomaston,Male,1959-02-26,No
Rwanda,c7457ddd-42c8-4e95-ae4a-0f18b0a00d63,2017-07-15,Jesse,Taylor,Burgessmouth,Female,1950-04-07,Yes
